"";"fungsi";"iterasi";"populasi";"X1";"X2";"X3";"X4";"X5";"X6";"X7";"X8";"X9";"X10";"optimum";"time"
"elapsed128";"f11";1000;10;0;0;0;0;0;0;0;0;0;0;0;0,210000000000008
"elapsed129";"f11";1000;30;0;0;0;0;0;0;0;0;0;0;0;0,420000000000002
"elapsed130";"f11";1000;50;0;0;0;0;0;0;0;0;0;0;0;0,530000000000001
"elapsed131";"f11";1000;100;0;0;0;0;0;0;0;0;0;0;0;1,02
"elapsed132";"f12";100;10;3,10755040701363;-0,133230571702938;-0,409020146142394;-0,832014699770461;-1,22851962775066;0,946805036248174;-1,05972436203026;-3,02704653577377;-1,55236133024732;-4,18773844849502;2,2570855415253;0,0400000000000063
"elapsed133";"f12";100;30;-0,788912523967441;0,253383324047444;-0,89158444558119;-1,01869575208812;0,0402848581975561;-2,67806670911258;-0,407870329474523;-2,04128341957742;0,143477359146386;-0,484364371458047;0,778601918285903;0,109999999999999
"elapsed134";"f12";100;50;-0,811187391042469;0,864553056572038;-0,399131065296979;-2,55627009167706;3,52600779769496;-1,08531613852729;-0,837496563654835;-1,02258039183529;-1,16872802253959;-3,5583508686831;1,03405544183889;0,129999999999995
"elapsed135";"f12";100;100;2,55072136612656;-0,841237788811484;-2,00026375101292;1,49853904908155;-0,621236529386479;-0,229697548268875;-1,45572691579712;0,581024060377821;-1,58432307009646;-2,24553968500119;1,38654828630541;0,269999999999996
"elapsed136";"f12";500;10;-0,988513494391523;-0,20358764488416;0,160328014303786;-0,00847565775888948;-0,0277052117788685;-1,50572863515425;0,347261200042564;0,557108699746586;0,0156921289171371;-0,162963805438574;1,20026227261127;0,200000000000003
"elapsed137";"f12";500;30;-0,126993430520276;-0,0784998188860973;0,0152345151796333;-0,511749142025107;0,339083198647823;-1,27660257440533;-0,0842009019142353;-0,789107257557046;-0,348383126051667;0,00677920595188425;1,68455014152191;0,409999999999997
"elapsed138";"f12";500;50;-1,25623932673072;-0,781572227391363;-0,00186170897973657;-0,42329856795633;0,212235725500509;-1,78039068177247;0,597193908060649;-0,0476916338206081;-0,510455936968604;0,00829591329292135;0,857144863278045;0,609999999999999
"elapsed139";"f12";500;100;-1,13904840750987;-0,576387072475482;-0,329239880640501;-0,0767496750323221;0,211188787683526;-1,07264960294449;0,46248820089242;-0,931830738632353;-0,388191498165288;0,421589893638589;0,406466856444471;1,03999999999999
"elapsed140";"f12";1000;10;-1,26990334290703;-0,00727031850951856;1,39266836103148;-0,365545892063544;0,985090245628772;-0,698257025254071;-1,20155851448639;0,686420128832102;-1,40061463942625;-1,29423883995553;1,04507707035133;0,38000000000001
"elapsed141";"f12";1000;30;-0,906720408322268;-0,53776383914822;-0,0340688490625821;-0,344762155944317;-0,207093472744388;-0,721529228579271;0,000211908108019536;-0,900046808570956;-0,00412554141886752;0,340166583000269;0,392085838491408;0,820000000000007
"elapsed142";"f12";1000;50;-0,645276265019608;-0,212036715754394;-0,000344303816821162;-0,782682908651249;0,0869570534636026;0,0248605247984393;-0,189483603115111;0,46192113962459;-0,989218415698089;-0,0462854681415684;0,770249039316766;1,11
