"";"fungsi";"iterasi";"populasi";"numVar";"optimum";"X1";"X2";"X3";"X4";"X5";"X6";"X7";"X8";"X9";"X10";"time"
"22";"f2";1000;30;10;8,02094526117619e-15;1,200140217356e-15;2,93998813470905e-16;2,7432994084277e-15;-2,26822856928432e-18;1,75096743676664e-16;-4,28209800763378e-17;1,69868975400405e-15;-1,39533900484707e-15;-1,80868087625223e-16;2,88424023122949e-16;3,28999999999905
"23";"f2";1000;50;10;3,07097436136448e-18;2,60195740843567e-18;-5,89551765601573e-21;-7,79580364580921e-20;-3,61713191005706e-21;-3,36389226997178e-20;-1,67935566793089e-20;-3,13135919802132e-19;5,06340226633912e-21;-6,30708609058639e-21;6,6073793665675e-21;4,27000000000044
"24";"f2";1000;100;10;4,30145154479013e-27;1,02098075898986e-28;-5,56658265847557e-29;7,36859400302587e-29;4,64728329741658e-28;4,21798591260454e-28;6,12528692577588e-28;9,04740792566977e-29;2,76661269698887e-28;7,39947447433512e-28;-1,46386329230733e-27;6,57999999999993
"25";"f3";100;10;10;483,811131001659;0,188159723529853;0,0392615363000294;2,72702942331045;-2,48185355815594;-7,27582681698344;9,03570346050577;-0,410185128102272;-0,0630618120817613;11,170034133524;-28,7382015429827;0,290000000000873
"26";"f3";100;30;10;1311,41385661672;-25,7394866874213;40,0018217996028;-19,5286874243172;20,6002113165631;-23,1721923166098;2,17065207246244;13,7880526326352;-6,77890383764493;-5,70813366695548;5,86565268594571;0,409999999999854
"27";"f3";100;50;10;241,557952831799;-0,00422961892573793;0,858058178344932;4,6072040382402;-16,22018060322;16,7000058474652;-11,0659263339612;10,4954698447116;-6,68682014075863;-0,0747343453398492;2,47612953596785;0,549999999999272
"28";"f3";100;100;10;960,898801817008;-3,40973214886081;1,06588632149405;18,5552875538323;-30,2092450619517;19,2780125438679;-5,50517135319691;-14,207584227976;29,7503684881177;-19,0723749135734;3,49451235374662;0,720000000001164
"29";"f3";500;10;10;63,5995463942895;5,05465939423175;-7,92324213358156;0,884440439996735;1,59750967991946;2,60132960028811;-2,54252897854906;-2,60420295360213;6,4086066970425;-3,64252807509784;0,273726110331906;1,28999999999905
"30";"f3";500;30;10;6,62994999275869;0,291774309539057;-1,87546348555835;2,87010314508604;-1,45330845334887;-0,560685927348467;1,91400704185426;-1,8184658774947;0,74880305328918;-0,16096734654976;-0,000393727797660738;1,82999999999993
"31";"f3";500;50;10;19,2316491981877;1,23192507070934;-3,52920484631882;3,64437540820905;-2,0029911947212;1,36874002325766;-1,81533646032922;3,00466989280955;-3,91610714721816;2,90263141777358;-0,952189729920338;2,36000000000058
"32";"f3";500;100;10;7,26912382224262;1,58015811161987;-3,19116972401479;2,84556763180244;-1,87201971665711;1,06473014470149;-0,635792742340729;0,270783274464278;-0,0838195810948261;-0,0888352552420178;0,172113511509043;3,78999999999905
"33";"f3";1000;10;10;8,58217642919445;-1,97208871094737;3,61510443269896;-2,020472902973;0,347476485683459;1,05380226409626;-1,82787369591585;0,985000063199209;-0,49465580733684;0,440358978449747;-0,217554368146716;2,56999999999971
"34";"f3";1000;30;10;0,0457185597534141;0,0226041230542367;-0,139453655422695;0,261547317590345;-0,102879958572062;-0,0813131585031745;0,0946385697631043;-0,0819910102326057;0,0759707600611415;-0,0603184475412395;0,0429405922989454;3,56999999999971
