"";"fungsi";"iterasi";"populasi";"numVar";"numMemeplex";"frogLeapingIteration";"optimum";"X1";"X2";"X3";"X4";"X5";"X6";"X7";"X8";"X9";"X10";"time"
"81";"f7";1000;10;10;5;10;1,33285628048327;0,170552081518189;-0,440803680027923;-0,0199732125071862;-0,383675055394812;-0,211972552600147;0,0856491239694056;-0,152731824953551;-0,378294519971036;0,163260046321549;-0,521235663295786;47,9900000000002
"82";"f7";1000;30;10;5;10;0,26511112395694;-0,00866198292304729;0,0585546204764154;0,147368788134019;0,115773453879991;-0,363501516608728;-0,0518590946943484;0,126125329464638;-0,064689245713669;-0,0409411429169248;0,0267156535674269;49,3299999999999
"83";"f7";1000;50;10;5;10;0,0774577886119765;-0,0706852123490068;0,00207214427030309;0,198557976805802;-0,145540081285877;0,0656398164433691;0,0650584138176136;0,0337592188348691;0,0158051652516615;-0,00363437760132434;-0,137290846538604;50,5599999999999
"84";"f7";1000;100;10;5;10;0,506649573878903;-0,226161190027844;-0,074557466425084;0,0349057288575222;0,0481848647979467;0,0523261174317969;-0,050387984208071;0,0322567401050324;-0,0491023089865721;0,0163004476293641;0,0438812813810783;53,5
"85";"f8";100;10;10;5;10;-2076,95740428797;32,0173496794653;403,068664745982;-163,570127980195;411,042025153594;199,667927899859;-120,141352453099;401,757802727751;90,6401699448758;384,299952743257;407,972589064935;5,67000000000007
"86";"f8";100;30;10;5;10;-2046,79534593262;383,54322465071;194,046907696049;-287,409448002644;-310,618808940183;189,908098066367;-22,4390659552026;-300,94085201733;-293,200537401494;-126,440602484945;-122,894620118143;5,59999999999991
"87";"f8";100;50;10;5;10;-1899,84514316426;9,46603798118275;56,9712212716122;203,328034763576;202,397401917631;393,954928155115;-271,09080746208;-115,363949915204;414,668729359639;-292,415315860357;-114,979042191921;5,75
"88";"f8";100;100;10;5;10;-2260,66794743489;403,420065270403;70,3626787347305;-322,174418340626;186,472605705491;-310,78485565339;-293,194306289504;393,929958458798;-280,320983184779;-150,03995564326;206,418000199795;5,98000000000002
"89";"f8";500;10;10;5;10;-2088,70728598919;-124,920885562337;-113,104290046883;-283,297809776348;419,032820979666;-259,941469822769;190,78740359572;194,546072051102;409,069598059144;-29,106275525472;-313,434269423058;25,0500000000002
"90";"f8";500;30;10;5;10;-1853,32770607599;-277,398940695886;218,423245396032;-126,676801972123;-292,100492988125;-260,349763276421;402,160758368142;58,0430010356897;-120,136660223966;-287,365773231515;-115,410286541051;25,8799999999997
"91";"f8";500;50;10;5;10;-2049,71620689266;-116,585227301643;-125,421103949014;-289,631189512716;-300,412424297205;-303,063565112476;62,8300195458738;-297,700033591612;207,139284643597;-293,594459616813;-105,970428182993;25,5999999999999
"92";"f8";500;100;10;5;10;-2353,31368750612;409,032268671262;390,812067156009;199,706274802637;394,151013861828;55,8169704675392;-118,46644327854;-281,493304943765;196,600739300144;-308,344722808537;206,04150967666;26,71
"93";"f8";1000;10;10;5;10;-1715,84283903747;-293,459459184669;66,2481691016851;-279,03187636429;-101,45785333734;-129,813406134315;433,334444631669;-294,086000580321;226,366155812828;10,2458293129409;-131,627647690661;47,3299999999999
"94";"f8";1000;30;10;5;10;-1946,4111280078;399,128619885797;176,705396539329;-128,049059987443;-128,86843486487;-125,739916300987;-267,278625993327;200,841170075745;416,641656246957;187,602192997138;184,381948296623;48,1399999999999
